1		-0.18377900		-0.00288592		-0.00463181		-0.00000956		-0.00784001		
2		-0.19283100		-0.00468161		-0.00719676		-0.00001284		-0.00349988		
3		-0.19381100		-0.00602951		-0.00918944		-0.00002450		0.00000000		
4		-0.10937000		-0.00320118		-0.00509900		-0.00001385		-0.00731543		
5		-0.11785500		-0.00495377		-0.00767976		-0.00001868		-0.00329481		
6		-0.11933900		-0.00627614		-0.00954755		-0.00003617		0.00000000		
7		-0.09977270		-0.00327782		-0.00521794		-0.00001497		-0.00720884		
8		-0.10829800		-0.00501823		-0.00778038		-0.00002030		-0.00322475		
9		-0.10981700		-0.00633260		-0.00964327		-0.00003913		0.00000000		
10		-0.05446550		-0.00402068		-0.00641591		-0.00002690		-0.00612715		
11		-0.06195810		-0.00570565		-0.00889038		-0.00003831		-0.00274705		
12		-0.06285860		-0.00694137		-0.01062780		-0.00007092		0.00000000		
13		-0.03736740		-0.00470818		-0.00754113		-0.00004496		-0.00532424		
14		-0.04352090		-0.00650178		-0.01007240		-0.00006081		-0.00251559		
15		-0.04458490		-0.00751849		-0.01159530		-0.00010463		0.00000000		
16		-0.02804420		-0.00538102		-0.00864287		-0.00007653		-0.00458533		
17		-0.03351930		-0.00714969		-0.01122490		-0.00010240		-0.00213323		
18		-0.03445500		-0.00820450		-0.01268120		-0.00015668		0.00000000		
19		-0.02204890		-0.00603727		-0.00974590		-0.00013967		-0.00396130		
20		-0.02661430		-0.00786788		-0.01227070		-0.00017324		-0.00189351		
21		-0.02755520		-0.00875087		-0.01351650		-0.00024591		0.00000000		
22		-0.01468580		-0.00718911		-0.01160990		-0.00042743		-0.00304369		
23		-0.01811720		-0.00914916		-0.01432830		-0.00048388		-0.00153124		
24		-0.01868710		-0.00996650		-0.01557360		-0.00057474		0.00000000		
25		-0.00875552		-0.00865075		-0.01397090		-0.00145775		-0.00184155		
26		-0.01100340		-0.01078230		-0.01692810		-0.00156233		-0.00081220		
27		-0.01140340		-0.01141320		-0.01788860		-0.00167763		0.00000000		
28		-0.00471290		-0.00994959		-0.01609360		-0.00416710		-0.00094882		
29		-0.00595296		-0.01219430		-0.01941740		-0.00430062		-0.00039671		
30		-0.00620226		-0.01281070		-0.02009110		-0.00447177		0.00000000		
31		-0.00248207		-0.01075800		-0.01735420		-0.00823314		-0.00061555		
32		-0.00327468		-0.01311190		-0.02080780		-0.00835489		-0.00022412		
33		-0.00338284		-0.01351260		-0.02151330		-0.00847954		0.00000000		
34		0.00000000		-0.01188990		-0.01916780		-0.15694800		0.00000000		
35		0.00000000		-0.01433440		-0.02277380		-0.16589800		0.00000000		
36		0.00000000		-0.01475100		-0.02337630		-0.30272500		0.00000000		
37		-0.18990000		-0.00250060		-0.00393923		-0.00001163		-0.00283379		
38		-0.19679300		-0.00418101		-0.00625735		-0.00002301		-0.00158180		
39		-0.19813500		-0.00494832		-0.00743185		-0.00004001		0.00000000		
40		-0.11540100		-0.00280040		-0.00442361		-0.00001419		-0.00275604		
41		-0.12192100		-0.00453328		-0.00677193		-0.00002813		-0.00151406		
42		-0.12296900		-0.00525628		-0.00789256		-0.00004835		0.00000000		
43		-0.10581100		-0.00287673		-0.00454468		-0.00001481		-0.00273592		
44		-0.11230000		-0.00457245		-0.00687331		-0.00002916		-0.00145664		
45		-0.11336900		-0.00533373		-0.00799533		-0.00005285		0.00000000		
46		-0.05932290		-0.00363205		-0.00579490		-0.00002185		-0.00247294		
47		-0.06511300		-0.00536337		-0.00812154		-0.00004256		-0.00129117		
48		-0.06601930		-0.00601526		-0.00918494		-0.00007277		0.00000000		
49		-0.04147760		-0.00435727		-0.00699792		-0.00003592		-0.00228843		
50		-0.04626360		-0.00612821		-0.00934914		-0.00006233		-0.00126184		
51		-0.04719440		-0.00679757		-0.01031640		-0.00010100		0.00000000		
52		-0.03148180		-0.00505301		-0.00814428		-0.00006901		-0.00202532		
53		-0.03556680		-0.00687361		-0.01058720		-0.00010362		-0.00110811		
54		-0.03633220		-0.00747906		-0.01153200		-0.00015127		0.00000000		
55		-0.02490920		-0.00572684		-0.00925777		-0.00014129		-0.00180248		
56		-0.02849960		-0.00757596		-0.01185280		-0.00018495		-0.00095198		
57		-0.02924320		-0.00819552		-0.01263200		-0.00026933		0.00000000		
58		-0.01675360		-0.00694805		-0.01126670		-0.00045844		-0.00136995		
59		-0.01938680		-0.00888635		-0.01395290		-0.00053171		-0.00073939		
60		-0.01992800		-0.00947431		-0.01480070		-0.00064764		0.00000000		
61		-0.01009440		-0.00843067		-0.01370310		-0.00157880		-0.00096036		
62		-0.01185410		-0.01052840		-0.01667570		-0.00166193		-0.00044880		
63		-0.01208060		-0.01109170		-0.01745390		-0.00175846		0.00000000		
64		-0.00526143		-0.00985731		-0.01597660		-0.00441343		-0.00050336		
65		-0.00635869		-0.01196240		-0.01917550		-0.00452631		-0.00023710		
66		-0.00647744		-0.01266480		-0.01993670		-0.00461618		0.00000000		
67		-0.00286345		-0.01074360		-0.01737460		-0.00857015		-0.00024509		
68		-0.00345898		-0.01301180		-0.02066370		-0.00831002		-0.00012667		
69		-0.00348381		-0.01372770		-0.02140720		-0.00850017		0.00000000		
70		0.00000000		-0.01188720		-0.01916800		-0.16277000		0.00000000		
71		0.00000000		-0.01433750		-0.02280150		-0.17179700		0.00000000		
72		0.00000000		-0.01475320		-0.02344320		-0.30857400		0.00000000		
73		-0.19292200		-0.00250349		-0.00375022		-0.00002925		-0.00000517		
74		-0.20049200		-0.00384417		-0.00579229		-0.00005990		-0.00000759		
75		-0.19987600		-0.00420288		-0.00619757		-0.00018972		0.00000000		
76		-0.11809500		-0.00280989		-0.00424426		-0.00002982		-0.00000642		
77		-0.12433300		-0.00420684		-0.00631745		-0.00006019		-0.00000929		
78		-0.12510600		-0.00453949		-0.00671645		-0.00019188		0.00000000		
79		-0.10847900		-0.00289048		-0.00436604		-0.00003001		-0.00000663		
80		-0.11458900		-0.00428250		-0.00645310		-0.00006074		-0.00000973		
81		-0.11554800		-0.00461986		-0.00684974		-0.00019230		0.00000000		
82		-0.06205970		-0.00367126		-0.00557924		-0.00003378		-0.00000593		
83		-0.06701880		-0.00509640		-0.00776632		-0.00006689		-0.00001050		
84		-0.06727070		-0.00540521		-0.00813212		-0.00020623		0.00000000		
85		-0.04387110		-0.00426311		-0.00678695		-0.00005608		-0.00000620		
86		-0.04789490		-0.00584448		-0.00907527		-0.00009127		-0.00001116		
87		-0.04867030		-0.00627638		-0.00954661		-0.00023096		0.00000000		
88		-0.03372060		-0.00498720		-0.00796248		-0.00010420		-0.00000751		
89		-0.03715960		-0.00661724		-0.01037690		-0.00016181		-0.00000953		
