1		-0.23470600		0.00000000		-0.01397180		0.00000000		0.00000000		
2		-0.08458970		0.00000000		-0.01506280		0.00000000		0.00000000		
3		-0.05609800		0.00000000		-0.01620600		0.00000000		0.00000000		
4		-0.04230280		0.00000000		-0.01729380		0.00000000		0.00000000		
5		-0.03401090		0.00000000		-0.01834830		0.00000000		0.00000000		
6		-0.02837980		0.00000000		-0.01933700		0.00000000		0.00000000		
7		-0.02473470		0.00000000		-0.02023440		0.00000000		0.00000000		
8		-0.02105820		0.00000000		-0.02129940		0.00000000		0.00000000		
9		-0.01846520		0.00000000		-0.02224450		0.00000000		0.00000000		
10		-0.01614710		0.00000000		-0.02312210		0.00000000		0.00000000		
11		-0.01532770		0.00000000		-0.02359330		0.00000000		0.00000000		
12		-0.01300240		0.00000000		-0.02459740		0.00000000		0.00000000		
13		-0.01171350		0.00000000		-0.02527240		0.00000000		0.00000000		
14		-0.01063850		0.00000000		-0.02587740		0.00000000		0.00000000		
15		-0.00965716		0.00000000		-0.02643180		0.00000000		0.00000000		
16		-0.00876892		0.00000000		-0.02698790		0.00000000		0.00000000		
17		-0.00806251		0.00000000		-0.02743460		0.00000000		0.00000000		
18		-0.00752955		0.00000000		-0.02784810		0.00000000		0.00000000		
19		-0.00705183		0.00000000		-0.02825160		0.00000000		0.00000000		
20		-0.24259300		0.00000000		-0.01093730		0.00000000		0.00000000		
21		-0.08926860		0.00000000		-0.01251800		0.00000000		0.00000000		
22		-0.05956100		0.00000000		-0.01395340		0.00000000		0.00000000		
23		-0.04551040		0.00000000		-0.01508390		0.00000000		0.00000000		
24		-0.03664190		0.00000000		-0.01646370		0.00000000		0.00000000		
25		-0.03121020		0.00000000		-0.01753460		0.00000000		0.00000000		
26		-0.02628290		0.00000000		-0.01881540		0.00000000		0.00000000		
27		-0.02307270		0.00000000		-0.01978830		0.00000000		0.00000000		
28		-0.02052350		0.00000000		-0.02073060		0.00000000		0.00000000		
29		-0.01782260		0.00000000		-0.02185100		0.00000000		0.00000000		
30		-0.01583280		0.00000000		-0.02275930		0.00000000		0.00000000		
31		-0.01438280		0.00000000		-0.02359350		0.00000000		0.00000000		
