1		-0.22438100		0.00000000		-0.00483098		0.00000000		-0.01021230		
2		-0.23180600		0.00000000		-0.00601675		0.00000000		-0.00863514		
3		-0.23454900		0.00000000		-0.00694032		0.00000000		-0.00746499		
4		-0.23528600		0.00000000		-0.00771332		0.00000000		-0.00652745		
5		-0.23628300		0.00000000		-0.00846901		0.00000000		-0.00557535		
6		-0.07262900		0.00000000		-0.00614681		0.00000000		-0.00898022		
7		-0.07860060		0.00000000		-0.00723973		0.00000000		-0.00789588		
8		-0.08144510		0.00000000		-0.00816990		0.00000000		-0.00690730		
9		-0.08293590		0.00000000		-0.00892536		0.00000000		-0.00607236		
10		-0.08384920		0.00000000		-0.00954260		0.00000000		-0.00542943		
11		-0.04504090		0.00000000		-0.00739781		0.00000000		-0.00810854		
12		-0.05000230		0.00000000		-0.00848042		0.00000000		-0.00732023		
13		-0.05253700		0.00000000		-0.00938100		0.00000000		-0.00641508		
14		-0.05382930		0.00000000		-0.01014090		0.00000000		-0.00574758		
15		-0.05466130		0.00000000		-0.01071820		0.00000000		-0.00523088		
16		-0.03257260		0.00000000		-0.00857751		0.00000000		-0.00737902		
17		-0.03699930		0.00000000		-0.00968449		0.00000000		-0.00668640		
18		-0.03915340		0.00000000		-0.01058490		0.00000000		-0.00600180		
19		-0.04032020		0.00000000		-0.01135590		0.00000000		-0.00545129		
20		-0.04136050		0.00000000		-0.01192450		0.00000000		-0.00487747		
21		-0.02542080		0.00000000		-0.00968465		0.00000000		-0.00671286		
22		-0.02919020		0.00000000		-0.01084710		0.00000000		-0.00618122		
23		-0.03109870		0.00000000		-0.01173940		0.00000000		-0.00579299		
24		-0.03241010		0.00000000		-0.01248280		0.00000000		-0.00514269		
25		-0.03318530		0.00000000		-0.01309470		0.00000000		-0.00463557		
26		-0.02065230		0.00000000		-0.01075430		0.00000000		-0.00616923		
27		-0.02391160		0.00000000		-0.01193270		0.00000000		-0.00580698		
28		-0.02575660		0.00000000		-0.01286180		0.00000000		-0.00544696		
29		-0.02678660		0.00000000		-0.01363510		0.00000000		-0.00493827		
30		-0.02753640		0.00000000		-0.01423480		0.00000000		-0.00445537		
31		-0.01720300		0.00000000		-0.01172970		0.00000000		-0.00570158		
32		-0.02020960		0.00000000		-0.01299970		0.00000000		-0.00541014		
33		-0.02182660		0.00000000		-0.01395620		0.00000000		-0.00512400		
34		-0.02283070		0.00000000		-0.01463830		0.00000000		-0.00485182		
35		-0.02353830		0.00000000		-0.01524050		0.00000000		-0.00431806		
36		-0.01470970		0.00000000		-0.01268790		0.00000000		-0.00528464		
37		-0.01732340		0.00000000		-0.01401610		0.00000000		-0.00507492		
38		-0.01893010		0.00000000		-0.01498960		0.00000000		-0.00477904		
39		-0.01969890		0.00000000		-0.01565760		0.00000000		-0.00465754		
40		-0.02021060		0.00000000		-0.01633620		0.00000000		-0.00415093		
41		-0.01281180		0.00000000		-0.01358600		0.00000000		-0.00482354		
42		-0.01507470		0.00000000		-0.01494270		0.00000000		-0.00483988		
43		-0.01659130		0.00000000		-0.01596930		0.00000000		-0.00449938		
44		-0.01720900		0.00000000		-0.01665950		0.00000000		-0.00443260		
45		-0.01789990		0.00000000		-0.01725800		0.00000000		-0.00403152		
46		-0.01119940		0.00000000		-0.01435920		0.00000000		-0.00453011		
47		-0.01327250		0.00000000		-0.01586200		0.00000000		-0.00448986		
