1		-0.00754808		-0.15794300		-0.00709213		0.00000000		-0.00367000		-0.00701628		-0.15915800		0.00000000		-0.00060797		
2		-0.00802852		-0.15855600		-0.00848032		0.00000000		-0.00694499		-0.00821487		-0.15900300		0.00000000		-0.00570070		
3		-0.00937827		-0.09315590		-0.00712233		0.00000000		-0.00386515		-0.00706474		-0.09436000		0.00000000		-0.00061280		
4		-0.00977408		-0.09354770		-0.00845698		0.00000000		-0.00709428		-0.00852059		-0.09541060		0.00000000		-0.00572507		
5		-0.00980800		-0.08495350		-0.00711104		0.00000000		-0.00391808		-0.00706687		-0.08610260		0.00000000		-0.00061475		
6		-0.01019740		-0.08558920		-0.00845584		0.00000000		-0.00711697		-0.00850432		-0.08720520		0.00000000		-0.00574314		
7		-0.01352300		-0.04536900		-0.00692047		0.00000000		-0.00439805		-0.00693219		-0.04673270		0.00000000		-0.00063216		
8		-0.01407590		-0.04659840		-0.00827158		0.00000000		-0.00746107		-0.00821437		-0.04755840		0.00000000		-0.00584409		
9		-0.01789910		-0.02257370		-0.00642935		0.00000000		-0.00528800		-0.00639663		-0.02415730		0.00000000		-0.00076202		
10		-0.01838130		-0.02334060		-0.00774956		0.00000000		-0.00818223		-0.00760072		-0.02550800		0.00000000		-0.00602669		
11		-0.02007550		-0.01430550		-0.00567928		0.00000000		-0.00603930		-0.00573322		-0.01613270		0.00000000		-0.00100424		
12		-0.02091010		-0.01506380		-0.00698864		0.00000000		-0.00892898		-0.00687974		-0.01729450		0.00000000		-0.00633721		
13		-0.02206980		-0.00747261		-0.00450741		0.00000000		-0.00731607		-0.00449120		-0.00967174		0.00000000		-0.00173861		
14		-0.02286930		-0.00825220		-0.00559942		0.00000000		-0.00998795		-0.00548736		-0.01058030		0.00000000		-0.00702646		
15		-0.02368900		0.00000000		0.00000000		0.00000000		-0.01458090		0.00000000		0.00000000		0.00000000		-0.01287970		
16		-0.02468170		0.00000000		0.00000000		0.00000000		-0.01659710		0.00000000		0.00000000		0.00000000		-0.01474660		
17		-0.00749678		-0.16087500		-0.00651752		0.00000000		-0.00328326		-0.00796716		-0.15870400		0.00000000		-0.00058595		
18		-0.00783768		-0.16120300		-0.00743751		0.00000000		-0.00592764		-0.01012920		-0.15910500		0.00000000		-0.00534510		
19		-0.00928796		-0.09609730		-0.00662742		0.00000000		-0.00350082		-0.00786312		-0.09391610		0.00000000		-0.00059400		
20		-0.00961770		-0.09693150		-0.00760093		0.00000000		-0.00614447		-0.00983037		-0.09518480		0.00000000		-0.00540465		
21		-0.00975356		-0.08758280		-0.00661764		0.00000000		-0.00355223		-0.00789523		-0.08567010		0.00000000		-0.00059566		
22		-0.01002790		-0.08879230		-0.00765026		0.00000000		-0.00618448		-0.00983625		-0.08675510		0.00000000		-0.00541418		
23		-0.01346660		-0.04754790		-0.00658522		0.00000000		-0.00407312		-0.00749946		-0.04639440		0.00000000		-0.00062510		
24		-0.01391060		-0.04852400		-0.00756016		0.00000000		-0.00667284		-0.00938977		-0.04726830		0.00000000		-0.00552175		
25		-0.01781180		-0.02426040		-0.00612588		0.00000000		-0.00501092		-0.00687885		-0.02389070		0.00000000		-0.00075046		
26		-0.01834610		-0.02502670		-0.00712308		0.00000000		-0.00761103		-0.00847718		-0.02502890		0.00000000		-0.00578973		
27		-0.02008650		-0.01545830		-0.00548297		0.00000000		-0.00582125		-0.00614469		-0.01590320		0.00000000		-0.00099763		
28		-0.02070040		-0.01621190		-0.00651180		0.00000000		-0.00834771		-0.00763684		-0.01677640		0.00000000		-0.00609282		
29		-0.02203570		-0.00807207		-0.00438123		0.00000000		-0.00716255		-0.00488712		-0.00940402		0.00000000		-0.00171098		
30		-0.02285830		-0.00880173		-0.00536894		0.00000000		-0.00975370		-0.00616356		-0.01025670		0.00000000		-0.00676716		
31		-0.02372430		0.00000000		0.00000000		0.00000000		-0.01457410		0.00000000		0.00000000		0.00000000		-0.01293530		
32		-0.02469610		0.00000000		0.00000000		0.00000000		-0.01659070		0.00000000		0.00000000		0.00000000		-0.01473970		
33		-0.00744032		-0.16323300		-0.00640501		0.00000000		-0.00300012		-0.00972394		-0.15770200		0.00000000		-0.00035298		
34		-0.00776117		-0.16325900		-0.00698205		0.00000000		-0.00444824		-0.01360540		-0.15839800		0.00000000		-0.00337537		
35		-0.00931780		-0.09824740		-0.00648446		0.00000000		-0.00320613		-0.00964672		-0.09371090		0.00000000		-0.00036116		
36		-0.00963557		-0.09955850		-0.00713361		0.00000000		-0.00474685		-0.01339740		-0.09437350		0.00000000		-0.00344623		
37		-0.00976110		-0.08995300		-0.00650865		0.00000000		-0.00326143		-0.00956354		-0.08538200		0.00000000		-0.00036374		
38		-0.01002370		-0.09083700		-0.00708144		0.00000000		-0.00480312		-0.01334200		-0.08593690		0.00000000		-0.00346322		
39		-0.01346370		-0.04957820		-0.00646714		0.00000000		-0.00379365		-0.00936234		-0.04610110		0.00000000		-0.00039559		
40		-0.01357140		-0.05073950		-0.00709408		0.00000000		-0.00528684		-0.01274060		-0.04638470		0.00000000		-0.00361218		
41		-0.01783880		-0.02589310		-0.00601809		0.00000000		-0.00476658		-0.00866442		-0.02344520		0.00000000		-0.00051184		
42		-0.01847280		-0.02741860		-0.00668650		0.00000000		-0.00637215		-0.01160960		-0.02433950		0.00000000		-0.00392057		
43		-0.02004970		-0.01701760		-0.00535124		0.00000000		-0.00561055		-0.00788736		-0.01539350		0.00000000		-0.00075465		
44		-0.02076500		-0.01810200		-0.00609194		0.00000000		-0.00731547		-0.01067410		-0.01625960		0.00000000		-0.00433793		
45		-0.02202060		-0.00935145		-0.00417193		0.00000000		-0.00697427		-0.00657040		-0.00896268		0.00000000		-0.00149160		
46		-0.02306120		-0.01055510		-0.00490084		0.00000000		-0.00892684		-0.00895511		-0.00961132		0.00000000		-0.00520144		
47		-0.02393640		0.00000000		0.00000000		0.00000000		-0.01469190		0.00000000		0.00000000		0.00000000		-0.01321950		
48		-0.02478900		0.00000000		0.00000000		0.00000000		-0.01673940		0.00000000		0.00000000		0.00000000		-0.01476600		
49		-0.01131380		-0.16140100		-0.01677850		0.00000000		-0.00578617		-0.00229637		-0.15854100		0.00000000		-0.00045900		
50		-0.01181320		-0.16236400		-0.01854870		0.00000000		-0.01017320		-0.00355645		-0.15904700		0.00000000		-0.00494211		
51		-0.01355410		-0.09607680		-0.01669940		0.00000000		-0.00597083		-0.00239886		-0.09396070		0.00000000		-0.00046588		
52		-0.01406300		-0.09693230		-0.01835010		0.00000000		-0.01019870		-0.00359465		-0.09412280		0.00000000		-0.00497267		
